name,happy,fear,angry,sad,surprise,Closeness_Score,Iteration,Emotion,ArtistName,
Test Pilot,0.25,0.28,0,0.25,0.22,0.03,6,Surprise,TV on the Radio,
Lover's Day,0.12,0.2,0.11,0.41,0.16,0.03,6,Surprise,TV on the Radio,
Dreams,0.15,0.33,0.07,0.3,0.15,0.04,6,Surprise,TV on the Radio,
Hours,0.14,0.27,0.09,0.27,0.23,0.04,6,Surprise,TV on the Radio,
Right Now,0.12,0.42,0,0.23,0.23,0.04,6,Surprise,TV on the Radio,
New Health Rock,0.12,0.15,0.15,0.42,0.15,0.04,6,Surprise,TV on the Radio,
DLZ,0.12,0.37,0.08,0.21,0.23,0.04,6,Surprise,TV on the Radio,
Family Tree,0.05,0.24,0.02,0.45,0.24,0.05,6,Surprise,TV on the Radio,
Trouble,0.09,0.13,0.07,0.47,0.24,0.05,6,Surprise,TV on the Radio,
Million Miles,0.11,0.16,0.14,0.35,0.24,0.05,6,Surprise,TV on the Radio,
I Was a Lover,0.11,0.32,0,0.43,0.14,0.05,6,Surprise,TV on the Radio,
A Method,0.06,0.24,0.21,0.24,0.26,0.07,6,Surprise,TV on the Radio,
Snakes and Martyrs,0.12,0.28,0.09,0.38,0.12,0.07,6,Surprise,TV on the Radio,
Halfway Home,0.03,0.27,0.13,0.3,0.27,0.08,6,Surprise,TV on the Radio,
Dry Drunk Emperor,0.12,0.24,0.14,0.4,0.1,0.09,6,Surprise,TV on the Radio,
Wash the Day,0.12,0.35,0.16,0.29,0.08,0.11,6,Surprise,TV on the Radio,
New Cannonball Blues,0.15,0.23,0.16,0.15,0.31,0.12,6,Surprise,TV on the Radio,
Wolf Like Me,0.1,0.21,0.08,0.25,0.35,0.16,6,Surprise,TV on the Radio,
Lazerray,0,0.24,0.08,0.26,0.42,0.23,6,Surprise,TV on the Radio,
Blues From Down Here,0.04,0.33,0.16,0.27,0.2,0,7,Surprise,TV on the Radio,
Young Liars,0.07,0.3,0.1,0.33,0.2,0.00001,7,Surprise,TV on the Radio,
Crying,0.04,0.29,0.25,0.21,0.21,0.01,7,Surprise,TV on the Radio,
Test Pilot,0.25,0.28,0,0.25,0.22,0.02,7,Surprise,TV on the Radio,
Hours,0.14,0.27,0.09,0.27,0.23,0.03,7,Surprise,TV on the Radio,
Right Now,0.12,0.42,0,0.23,0.23,0.03,7,Surprise,TV on the Radio,
DLZ,0.12,0.37,0.08,0.21,0.23,0.03,7,Surprise,TV on the Radio,
Trouble,0.09,0.13,0.07,0.47,0.24,0.04,7,Surprise,TV on the Radio,
Million Miles,0.11,0.16,0.14,0.35,0.24,0.04,7,Surprise,TV on the Radio,
Lover's Day,0.12,0.2,0.11,0.41,0.16,0.04,7,Surprise,TV on the Radio,
Dreams,0.15,0.33,0.07,0.3,0.15,0.05,7,Surprise,TV on the Radio,
Halfway Home,0.03,0.27,0.13,0.3,0.27,0.07,7,Surprise,TV on the Radio,
Snakes and Martyrs,0.12,0.28,0.09,0.38,0.12,0.08,7,Surprise,TV on the Radio,
Wear You Out,0.08,0.33,0.05,0.23,0.31,0.11,7,Surprise,TV on the Radio,
Wash the Day,0.12,0.35,0.16,0.29,0.08,0.12,7,Surprise,TV on the Radio,
Wolf Like Me,0.1,0.21,0.08,0.25,0.35,0.15,7,Surprise,TV on the Radio,
Young Liars,0.07,0.3,0.1,0.33,0.2,0,8,Surprise,TV on the Radio,
Crying,0.04,0.29,0.25,0.21,0.21,0.01,8,Surprise,TV on the Radio,
Test Pilot,0.25,0.28,0,0.25,0.22,0.02,8,Surprise,TV on the Radio,
Hours,0.14,0.27,0.09,0.27,0.23,0.03,8,Surprise,TV on the Radio,
Right Now,0.12,0.42,0,0.23,0.23,0.03,8,Surprise,TV on the Radio,
DLZ,0.12,0.37,0.08,0.21,0.23,0.03,8,Surprise,TV on the Radio,
Million Miles,0.11,0.16,0.14,0.35,0.24,0.04,8,Surprise,TV on the Radio,
Trouble,0.09,0.13,0.07,0.47,0.24,0.04,8,Surprise,TV on the Radio,
Lover's Day,0.12,0.2,0.11,0.41,0.16,0.04,8,Surprise,TV on the Radio,
Dreams,0.15,0.33,0.07,0.3,0.15,0.05,8,Surprise,TV on the Radio,
Halfway Home,0.03,0.27,0.13,0.3,0.27,0.07,8,Surprise,TV on the Radio,
Snakes and Martyrs,0.12,0.28,0.09,0.38,0.12,0.08,8,Surprise,TV on the Radio,
Wear You Out,0.08,0.33,0.05,0.23,0.31,0.11,8,Surprise,TV on the Radio,
Wash the Day,0.12,0.35,0.16,0.29,0.08,0.12,8,Surprise,TV on the Radio,
Wolf Like Me,0.1,0.21,0.08,0.25,0.35,0.15,8,Surprise,TV on the Radio,
Crying,0.04,0.29,0.25,0.21,0.21,0.01,9,Surprise,TV on the Radio,
Test Pilot,0.25,0.28,0,0.25,0.22,0.02,9,Surprise,TV on the Radio,
Hours,0.14,0.27,0.09,0.27,0.23,0.03,9,Surprise,TV on the Radio,
Right Now,0.12,0.42,0,0.23,0.23,0.03,9,Surprise,TV on the Radio,
DLZ,0.12,0.37,0.08,0.21,0.23,0.03,9,Surprise,TV on the Radio,
Million Miles,0.11,0.16,0.14,0.35,0.24,0.04,9,Surprise,TV on the Radio,
Trouble,0.09,0.13,0.07,0.47,0.24,0.04,9,Surprise,TV on the Radio,
Lover's Day,0.12,0.2,0.11,0.41,0.16,0.04,9,Surprise,TV on the Radio,
Dreams,0.15,0.33,0.07,0.3,0.15,0.05,9,Surprise,TV on the Radio,
Snakes and Martyrs,0.12,0.28,0.09,0.38,0.12,0.08,9,Surprise,TV on the Radio,
Wear You Out,0.08,0.33,0.05,0.23,0.31,0.11,9,Surprise,TV on the Radio,
Wash the Day,0.12,0.35,0.16,0.29,0.08,0.12,9,Surprise,TV on the Radio,
Stork & Owl,0.09,0.38,0.09,0.38,0.06,0.14,9,Surprise,TV on the Radio,
Wolf Like Me,0.1,0.21,0.08,0.25,0.35,0.15,9,Surprise,TV on the Radio,
Right Now,0.12,0.42,0,0.23,0.23,0.03,10,Surprise,TV on the Radio,
DLZ,0.12,0.37,0.08,0.21,0.23,0.0300001,10,Surprise,TV on the Radio,
Million Miles,0.11,0.16,0.14,0.35,0.24,0.04,10,Surprise,TV on the Radio,
Trouble,0.09,0.13,0.07,0.47,0.24,0.04,10,Surprise,TV on the Radio,
Lover's Day,0.12,0.2,0.11,0.41,0.16,0.04,10,Surprise,TV on the Radio,
Wear You Out,0.08,0.33,0.05,0.23,0.31,0.11,10,Surprise,TV on the Radio,
Wash the Day,0.12,0.35,0.16,0.29,0.08,0.12,10,Surprise,TV on the Radio,
Stork & Owl,0.09,0.38,0.09,0.38,0.06,0.14,10,Surprise,TV on the Radio,
Wolf Like Me,0.1,0.21,0.08,0.25,0.35,0.15,10,Surprise,TV on the Radio,
Let the Devil In,0.11,0.14,0.08,0.19,0.47,0.27,10,Surprise,TV on the Radio,
Ambulance,0.25,0.2,0.05,0.25,0.25,0,11,Surprise,TV on the Radio,
Trouble,0.09,0.13,0.07,0.47,0.24,0.01,11,Surprise,TV on the Radio,
A Method,0.06,0.24,0.21,0.24,0.26,0.01,11,Surprise,TV on the Radio,
DLZ,0.12,0.37,0.08,0.21,0.23,0.02,11,Surprise,TV on the Radio,
Repetition,0.07,0.49,0.05,0.12,0.27,0.02,11,Surprise,TV on the Radio,
Halfway Home,0.03,0.27,0.13,0.3,0.27,0.02,11,Surprise,TV on the Radio,
Dancing Choose,0.08,0.41,0.14,0.08,0.29,0.04,11,Surprise,TV on the Radio,
Wear You Out,0.08,0.33,0.05,0.23,0.31,0.06,11,Surprise,TV on the Radio,
Wolf Like Me,0.1,0.21,0.08,0.25,0.35,0.1,11,Surprise,TV on the Radio,
Stork & Owl,0.09,0.38,0.09,0.38,0.06,0.19,11,Surprise,TV on the Radio,
Let the Devil In,0.11,0.14,0.08,0.19,0.47,0.22,11,Surprise,TV on the Radio,
A Method,0.06,0.24,0.21,0.24,0.26,0,12,Surprise,TV on the Radio,
Repetition,0.07,0.49,0.05,0.12,0.27,0.01,12,Surprise,TV on the Radio,
Seeds,0.15,0.15,0.05,0.41,0.24,0.02,12,Surprise,TV on the Radio,
Trouble,0.09,0.13,0.07,0.47,0.24,0.02,12,Surprise,TV on the Radio,
Blind,0.25,0.29,0.07,0.11,0.29,0.03,12,Surprise,TV on the Radio,
Hours,0.14,0.27,0.09,0.27,0.23,0.03,12,Surprise,TV on the Radio,
DLZ,0.12,0.37,0.08,0.21,0.23,0.03,12,Surprise,TV on the Radio,
Test Pilot,0.25,0.28,0,0.25,0.22,0.04,12,Surprise,TV on the Radio,
Wear You Out,0.08,0.33,0.05,0.23,0.31,0.05,12,Surprise,TV on the Radio,
Wolf Like Me,0.1,0.21,0.08,0.25,0.35,0.09,12,Surprise,TV on the Radio,
Dreams,0.15,0.33,0.07,0.3,0.15,0.11,12,Surprise,TV on the Radio,
Happy Idiot,0.14,0.35,0.19,0.19,0.14,0.12,12,Surprise,TV on the Radio,
Snakes and Martyrs,0.12,0.28,0.09,0.38,0.12,0.14,12,Surprise,TV on the Radio,
Forgotten,0.35,0.29,0.1,0.19,0.06,0.2,12,Surprise,TV on the Radio,
Stork & Owl,0.09,0.38,0.09,0.38,0.06,0.2,12,Surprise,TV on the Radio,
Let the Devil In,0.11,0.14,0.08,0.19,0.47,0.21,12,Surprise,TV on the Radio,
The Problem With Your Daughter,0.25,0.31,0.06,0.12,0.25,0.02,1,Sad,Lord Huron,
La Belle Fleur Sauvage,0.19,0.42,0.04,0.12,0.23,0.020001,1,Sad,Lord Huron,
Ancient Names (Part II),0.08,0.08,0.52,0.12,0.2,0.020001,1,Sad,Lord Huron,
The Man Who Lives Forever,0.08,0.1,0.01,0.12,0.69,0.020001,1,Sad,Lord Huron,
"Ancient Names, Pt. I",0.08,0.08,0.52,0.12,0.2,0.020001,1,Sad,Lord Huron,
Wait by the River,0.04,0.08,0.04,0.17,0.67,0.03,1,Sad,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.16,1,Sad,Lord Huron,
Cursed,0.1,0.1,0.04,0.38,0.38,0.24,1,Sad,Lord Huron,
Not Dead Yet,0.04,0.35,0.13,0.22,0.26,0,2,Sad,Lord Huron,
Emerald Star,0.38,0.23,0.15,0.23,0,0.01,2,Sad,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.01,2,Sad,Lord Huron,
Fool for Love,0.17,0.41,0.07,0.2,0.15,0.02,2,Sad,Lord Huron,
The Balancer's Eye,0.13,0.3,0.1,0.2,0.27,0.02,2,Sad,Lord Huron,
Mine Forever,0.12,0.24,0.04,0.2,0.4,0.02,2,Sad,Lord Huron,
We Went Wild,0.47,0.24,0.06,0.18,0.06,0.04,2,Sad,Lord Huron,
Your Other Life,0.18,0.29,0.18,0.18,0.18,0.04,2,Sad,Lord Huron,
Dead Man's Hand,0.13,0.3,0.09,0.26,0.22,0.04,2,Sad,Lord Huron,
Drops in the Lake,0.1,0.29,0.13,0.29,0.19,0.07,2,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.12,2,Sad,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.17,2,Sad,Lord Huron,
Dead Man's Hand,0.13,0.3,0.09,0.26,0.22,0,3,Sad,Lord Huron,
Hurricane (Johnnie's Theme),0.06,0.31,0.16,0.25,0.22,0.01,3,Sad,Lord Huron,
Secret of Life,0,0.35,0.12,0.27,0.25,0.01,3,Sad,Lord Huron,
Frozen Pines,0.11,0.17,0.11,0.28,0.33,0.02,3,Sad,Lord Huron,
Drops in the Lake,0.1,0.29,0.13,0.29,0.19,0.03,3,Sad,Lord Huron,
Meet Me in the Woods,0.15,0.33,0.15,0.3,0.07,0.04,3,Sad,Lord Huron,
Meet Me in the City,0.15,0.33,0.15,0.3,0.07,0.04,3,Sad,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.04,3,Sad,Lord Huron,
The Balancer's Eye,0.13,0.3,0.1,0.2,0.27,0.06,3,Sad,Lord Huron,
Your Other Life,0.18,0.29,0.18,0.18,0.18,0.08,3,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.08,3,Sad,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.21,3,Sad,Lord Huron,
Hurricane (Johnnie's Theme),0.06,0.31,0.16,0.25,0.22,0.01,4,Sad,Lord Huron,
Secret of Life,0,0.35,0.12,0.27,0.25,0.010001,4,Sad,Lord Huron,
Frozen Pines,0.11,0.17,0.11,0.28,0.33,0.02,4,Sad,Lord Huron,
Drops in the Lake,0.1,0.29,0.13,0.29,0.19,0.03,4,Sad,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.04,4,Sad,Lord Huron,
The Balancer's Eye,0.13,0.3,0.1,0.2,0.27,0.06,4,Sad,Lord Huron,
Mine Forever,0.12,0.24,0.04,0.2,0.4,0.06,4,Sad,Lord Huron,
Your Other Life,0.18,0.29,0.18,0.18,0.18,0.08,4,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.08,4,Sad,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.21,4,Sad,Lord Huron,
The Yawning Grave,0.04,0.39,0.04,0.25,0.29,0,5,Sad,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.03,5,Sad,Lord Huron,
Frozen Pines,0.11,0.17,0.11,0.28,0.33,0.03,5,Sad,Lord Huron,
Lonesome Dreams,0.08,0.19,0.02,0.28,0.43,0.03,5,Sad,Lord Huron,
Drops in the Lake,0.1,0.29,0.13,0.29,0.19,0.04,5,Sad,Lord Huron,
The Balancer's Eye,0.13,0.3,0.1,0.2,0.27,0.05,5,Sad,Lord Huron,
Mine Forever,0.12,0.24,0.04,0.2,0.4,0.05,5,Sad,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.05,5,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.09,5,Sad,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.2,5,Sad,Lord Huron,
Time to Run,0.02,0.27,0.1,0.05,0.56,0.2,5,Sad,Lord Huron,
Vide Noir,0.04,0.29,0.04,0.5,0.14,0.25,5,Sad,Lord Huron,
Wait by the River,0.04,0.08,0.04,0.17,0.67,0,6,Sad,Lord Huron,
Never Ever,0.32,0.27,0,0.14,0.27,0.03,6,Sad,Lord Huron,
The Balancer's Eye,0.13,0.3,0.1,0.2,0.27,0.03,6,Sad,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.05,6,Sad,Lord Huron,
Secret of Life,0,0.35,0.12,0.27,0.25,0.1,6,Sad,Lord Huron,
Drops in the Lake,0.1,0.29,0.13,0.29,0.19,0.12,6,Sad,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.12,6,Sad,Lord Huron,
Time to Run,0.02,0.27,0.1,0.05,0.56,0.12,6,Sad,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.13,6,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.17,6,Sad,Lord Huron,
Vide Noir,0.04,0.29,0.04,0.5,0.14,0.33,6,Sad,Lord Huron,
We Went Wild,0.47,0.24,0.06,0.18,0.06,0.01,7,Sad,Lord Huron,
The Balancer's Eye,0.13,0.3,0.1,0.2,0.27,0.03,7,Sad,Lord Huron,
Mine Forever,0.12,0.24,0.04,0.2,0.4,0.03,7,Sad,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.04,7,Sad,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.05,7,Sad,Lord Huron,
Frozen Pines,0.11,0.17,0.11,0.28,0.33,0.11,7,Sad,Lord Huron,
Lonesome Dreams,0.08,0.19,0.02,0.28,0.43,0.11,7,Sad,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.13,7,Sad,Lord Huron,
Ends of the Earth,0.04,0.14,0.02,0.04,0.76,0.13,7,Sad,Lord Huron,
Louisa,0.19,0.14,0.06,0.33,0.28,0.16,7,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.17,7,Sad,Lord Huron,
The Balancer's Eye,0.13,0.3,0.1,0.2,0.27,0,8,Sad,Lord Huron,
Mine Forever,0.12,0.24,0.04,0.2,0.4,0.00001,8,Sad,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.01,8,Sad,Lord Huron,
Emerald Star,0.38,0.23,0.15,0.23,0,0.03,8,Sad,Lord Huron,
Drops in the Lake,0.1,0.29,0.13,0.29,0.19,0.09,8,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.14,8,Sad,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.04,9,Sad,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.05,9,Sad,Lord Huron,
Secret of Life,0,0.35,0.12,0.27,0.25,0.1,9,Sad,Lord Huron,
She Lit a Fire,0,0.19,0.07,0.07,0.67,0.1,9,Sad,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.13,9,Sad,Lord Huron,
Louisa,0.19,0.14,0.06,0.33,0.28,0.16,9,Sad,Lord Huron,
When the Night Is Over,0.19,0.14,0.05,0.33,0.29,0.16,9,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.17,9,Sad,Lord Huron,
Twenty Long Years,0,0.21,0.19,0.36,0.24,0.19,9,Sad,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0,10,Sad,Lord Huron,
Mine Forever,0.12,0.24,0.04,0.2,0.4,0.02,10,Sad,Lord Huron,
Frozen Pines,0.11,0.17,0.11,0.28,0.33,0.06,10,Sad,Lord Huron,
Lonesome Dreams,0.08,0.19,0.02,0.28,0.43,0.06,10,Sad,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.08,10,Sad,Lord Huron,
Louisa,0.19,0.14,0.06,0.33,0.28,0.11,10,Sad,Lord Huron,
When the Night Is Over,0.19,0.14,0.05,0.33,0.29,0.11,10,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.12,10,Sad,Lord Huron,
Ends of the Earth,0.04,0.14,0.02,0.04,0.76,0.18,10,Sad,Lord Huron,
Secret of Life,0,0.35,0.12,0.27,0.25,0.03,11,Sad,Lord Huron,
Mine Forever,0.12,0.24,0.04,0.2,0.4,0.04,11,Sad,Lord Huron,
Frozen Pines,0.11,0.17,0.11,0.28,0.33,0.04,11,Sad,Lord Huron,
Lonesome Dreams,0.08,0.19,0.02,0.28,0.43,0.04,11,Sad,Lord Huron,
Drops in the Lake,0.1,0.29,0.13,0.29,0.19,0.05,11,Sad,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.06,11,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.1,11,Sad,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.19,11,Sad,Lord Huron,
Vide Noir,0.04,0.29,0.04,0.5,0.14,0.26,11,Sad,Lord Huron,
Mine Forever,0.12,0.24,0.04,0.2,0.4,0,12,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.14,12,Sad,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.15,12,Sad,Lord Huron,
Fool for Love,0.17,0.41,0.07,0.2,0.15,0,13,Sad,Lord Huron,
Your Other Life,0.18,0.29,0.18,0.18,0.18,0.02,13,Sad,Lord Huron,
Drops in the Lake,0.1,0.29,0.13,0.29,0.19,0.09,13,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.14,13,Sad,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.15,13,Sad,Lord Huron,
Vide Noir,0.04,0.29,0.04,0.5,0.14,0.3,13,Sad,Lord Huron,
Your Other Life,0.18,0.29,0.18,0.18,0.18,0.02,14,Sad,Lord Huron,
Drops in the Lake,0.1,0.29,0.13,0.29,0.19,0.09,14,Sad,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.1,14,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.14,14,Sad,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.15,14,Sad,Lord Huron,
Vide Noir,0.04,0.29,0.04,0.5,0.14,0.3,14,Sad,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.1,15,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.14,15,Sad,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.15,15,Sad,Lord Huron,
Vide Noir,0.04,0.29,0.04,0.5,0.14,0.3,15,Sad,Lord Huron,
Lonesome Dreams,0.08,0.19,0.02,0.28,0.43,0.08,16,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.14,16,Sad,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.15,16,Sad,Lord Huron,
Drops in the Lake,0.1,0.29,0.13,0.29,0.19,0.07,17,Sad,Lord Huron,
Never Ever,0.32,0.27,0,0.14,0.27,0.08,17,Sad,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.12,17,Sad,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.17,17,Sad,Lord Huron,
Vide Noir,0.04,0.29,0.04,0.5,0.14,0.28,17,Sad,Lord Huron,
Young Liars,0.07,0.3,0.1,0.33,0.2,0,1,Angry,TV on the Radio,
Lover's Day,0.12,0.2,0.11,0.41,0.16,0.01,1,Angry,TV on the Radio,
Red Dress,0.11,0.34,0.11,0.25,0.19,0.01,1,Angry,TV on the Radio,
Hours,0.14,0.27,0.09,0.27,0.23,0.01,1,Angry,TV on the Radio,
The Wrong Way,0.03,0.26,0.09,0.29,0.34,0.01,1,Angry,TV on the Radio,
Snakes and Martyrs,0.12,0.28,0.09,0.38,0.12,0.01,1,Angry,TV on the Radio,
Stork & Owl,0.09,0.38,0.09,0.38,0.06,0.01,1,Angry,TV on the Radio,
Killer Crane,0.12,0.27,0.12,0.24,0.24,0.02,1,Angry,TV on the Radio,
Love Stained,0.1,0.24,0.08,0.37,0.2,0.02,1,Angry,TV on the Radio,
DLZ,0.12,0.37,0.08,0.21,0.23,0.02,1,Angry,TV on the Radio,
Trouble,0.09,0.13,0.07,0.47,0.24,0.03,1,Angry,TV on the Radio,
Halfway Home,0.03,0.27,0.13,0.3,0.27,0.03,1,Angry,TV on the Radio,
Dreams,0.15,0.33,0.07,0.3,0.15,0.03,1,Angry,TV on the Radio,
Million Miles,0.11,0.16,0.14,0.35,0.24,0.04,1,Angry,TV on the Radio,
Wear You Out,0.08,0.33,0.05,0.23,0.31,0.05,1,Angry,TV on the Radio,
Blues From Down Here,0.04,0.33,0.16,0.27,0.2,0.06,1,Angry,TV on the Radio,
Wash the Day,0.12,0.35,0.16,0.29,0.08,0.06,1,Angry,TV on the Radio,
Shout Me Out,0.04,0.17,0.17,0.38,0.25,0.07,1,Angry,TV on the Radio,
Crying,0.04,0.29,0.25,0.21,0.21,0.15,1,Angry,TV on the Radio,
Hours,0.14,0.27,0.09,0.27,0.23,0,2,Angry,TV on the Radio,
The Wrong Way,0.03,0.26,0.09,0.29,0.34,0.00001,2,Angry,TV on the Radio,
Wolf Like Me,0.1,0.21,0.08,0.25,0.35,0.01,2,Angry,TV on the Radio,
Lazerray,0,0.24,0.08,0.26,0.42,0.01,2,Angry,TV on the Radio,
Killer Crane,0.12,0.27,0.12,0.24,0.24,0.03,2,Angry,TV on the Radio,
Wear You Out,0.08,0.33,0.05,0.23,0.31,0.04,2,Angry,TV on the Radio,
Halfway Home,0.03,0.27,0.13,0.3,0.27,0.04,2,Angry,TV on the Radio,
Bomb Yourself,0.19,0.25,0,0.25,0.31,0.09,2,Angry,TV on the Radio,
A Method,0.06,0.24,0.21,0.24,0.26,0.12,2,Angry,TV on the Radio,
Dancing Choose,0.08,0.41,0.14,0.08,0.29,0,3,Angry,TV on the Radio,
Dry Drunk Emperor,0.12,0.24,0.14,0.4,0.1,0.00001,3,Angry,TV on the Radio,
Million Miles,0.11,0.16,0.14,0.35,0.24,0.00001,3,Angry,TV on the Radio,
Halfway Home,0.03,0.27,0.13,0.3,0.27,0.01,3,Angry,TV on the Radio,
New Cannonball Blues,0.15,0.23,0.16,0.15,0.31,0.02,3,Angry,TV on the Radio,
Blues From Down Here,0.04,0.33,0.16,0.27,0.2,0.02,3,Angry,TV on the Radio,
Could You,0.24,0.27,0.12,0.22,0.14,0.02,3,Angry,TV on the Radio,
Killer Crane,0.12,0.27,0.12,0.24,0.24,0.02,3,Angry,TV on the Radio,
Shout Me Out,0.04,0.17,0.17,0.38,0.25,0.03,3,Angry,TV on the Radio,
Red Dress,0.11,0.34,0.11,0.25,0.19,0.03,3,Angry,TV on the Radio,
Forgotten,0.35,0.29,0.1,0.19,0.06,0.04,3,Angry,TV on the Radio,
DLZ,0.12,0.37,0.08,0.21,0.23,0.06,3,Angry,TV on the Radio,
Love Stained,0.1,0.24,0.08,0.37,0.2,0.06,3,Angry,TV on the Radio,
A Method,0.06,0.24,0.21,0.24,0.26,0.07,3,Angry,TV on the Radio,
Crying,0.04,0.29,0.25,0.21,0.21,0.11,3,Angry,TV on the Radio,
Family Tree,0.05,0.24,0.02,0.45,0.24,0.12,3,Angry,TV on the Radio,
Right Now,0.12,0.42,0,0.23,0.23,0.14,3,Angry,TV on the Radio,
Wash the Day,0.12,0.35,0.16,0.29,0.08,0,4,Angry,TV on the Radio,
Second Song,0.14,0.34,0.17,0.34,0,0.01,4,Angry,TV on the Radio,
New Health Rock,0.12,0.15,0.15,0.42,0.15,0.01,4,Angry,TV on the Radio,
King Eternal,0.11,0.5,0.17,0.06,0.17,0.01,4,Angry,TV on the Radio,
Dry Drunk Emperor,0.12,0.24,0.14,0.4,0.1,0.02,4,Angry,TV on the Radio,
Happy Idiot,0.14,0.35,0.19,0.19,0.14,0.03,4,Angry,TV on the Radio,
Could You,0.24,0.27,0.12,0.22,0.14,0.04,4,Angry,TV on the Radio,
Killer Crane,0.12,0.27,0.12,0.24,0.24,0.04,4,Angry,TV on the Radio,
Staring at the Sun,0.02,0.54,0.12,0.22,0.1,0.04,4,Angry,TV on the Radio,
Lover's Day,0.12,0.2,0.11,0.41,0.16,0.05,4,Angry,TV on the Radio,
Red Dress,0.11,0.34,0.11,0.25,0.19,0.05,4,Angry,TV on the Radio,
DLZ,0.12,0.37,0.08,0.21,0.23,0.08,4,Angry,TV on the Radio,
Dreams,0.15,0.33,0.07,0.3,0.15,0.09,4,Angry,TV on the Radio,
I Was a Lover,0.11,0.32,0,0.43,0.14,0.16,4,Angry,TV on the Radio,
Dry Drunk Emperor,0.12,0.24,0.14,0.4,0.1,0.01,5,Angry,TV on the Radio,
Could You,0.24,0.27,0.12,0.22,0.14,0.010001,5,Angry,TV on the Radio,
Killer Crane,0.12,0.27,0.12,0.24,0.24,0.010001,5,Angry,TV on the Radio,
New Health Rock,0.12,0.15,0.15,0.42,0.15,0.02,5,Angry,TV on the Radio,
Red Dress,0.11,0.34,0.11,0.25,0.19,0.02,5,Angry,TV on the Radio,
Lover's Day,0.12,0.2,0.11,0.41,0.16,0.02,5,Angry,TV on the Radio,
Forgotten,0.35,0.29,0.1,0.19,0.06,0.03,5,Angry,TV on the Radio,
New Cannonball Blues,0.15,0.23,0.16,0.15,0.31,0.03,5,Angry,TV on the Radio,
Tonight,0.31,0.21,0.1,0.21,0.17,0.03,5,Angry,TV on the Radio,
